SAM id,Bacteria,Animals,Fungi,Plants,Viruses
WEM361,0.6624138046069306,0.09575355673148986,0.06803940719435296,0.02480571045614485,0.005768984951292605
WEM362,0.5929597328344695,0.12600318624471302,0.08120659966359353,0.048510394306855685,0.0012583489228279192
WEM363,0.5772944572145339,0.1131004927109301,0.10738167834188787,0.03359909690575269,0.004377449033986247
WEM364,0.4543505732151033,0.15061340179286725,0.1316975721032947,0.10198143957459667,0.012680131461444963
WEM365,0.5808858706621337,0.10783310834490586,0.12427051083466291,0.03710575059219668,0.002510952703749154
WEM366,0.4830347238851407,0.15800597254690146,0.11593097960722075,0.07767940459226791,0.009620933336626359
WEM367,0.5693693811792281,0.11389600413193889,0.10563160199151064,0.04662536475634407,0.010657046450229276
WEM368,0.4993624414493047,0.13183699204110488,0.10644522289846821,0.10835054662999724,0.007538365262234184
WEM369,0.4561914577400783,0.15978318546463594,0.19682909890574357,0.04552063895816313,0.012009179166019015
WEM370,0.5583106858521844,0.11438810452799267,0.12886792665599134,0.03740099949630498,0.007998037844786757
WEM371,0.5287748486508089,0.315889619638935,0.0150108110631505,0.0646436187888844,0.0010203535566551598
WEM372,0.7196172248803828,0.16555023923444975,0.07751196172248803,0.014354066985645933,0.0028708133971291866
WEM373,0.656606863316481,0.0706987627433152,0.07507705547912062,0.024077827888683994,0.002131957559515517
WEM374,0.6436974441224843,0.04865260035790584,0.19650714408552322,0.01221010094614071,0.0005652091633681142
WEM375,0.6249197992550574,0.08033636640829361,0.174175249995044,0.017479435726595934,0.0005730085592563539
WEM376,0.8304510398917444,0.052716162911353226,0.012011976195582894,0.019652450982076745,0.0010954527692880244
WEM377,0.6038186808393652,0.15636488306964766,0.04549714688957861,0.08214386682469568,0.00048665575685980503
WEM378,0.6241177993372591,0.13874246343702754,0.04167923766525221,0.07724461347144951,0.000721402106720902
WEM379,0.7403198179313649,0.05830377803307072,0.015048538931871268,0.06740720978727806,0.0023496872056493544
WEM380,0.6152797293999849,0.2160428954874755,0.008213080683567948,0.017388533156074616,0.00012137454037544069
WEM381,0.6903625046216584,0.09691513513825246,0.009768439696088715,0.034851949939349744,0.00011486062616182245
WEM382,0.7882929023711601,0.04469815278134213,0.006086966816038403,0.013965752384292752,0.0005471769022724395
WEM383,0.7814628042281709,0.0863052767916278,0.0035744547093313054,0.013443804839389163,0.0006718290435589426
WEM384,0.5098856123539139,0.16438873010080132,0.011539939319262822,0.13464487074328482,0.0
WEM385,0.6841968238126301,0.07629174679732854,0.073688271197049,0.0217065108563611,0.011760969751049583
WEM386,0.8401183689771613,0.037827758095722225,0.005101225705052726,0.007165680258523655,0.0001475721910709747
WEM387,0.6942825172401429,0.13349246353774505,0.010371972766350747,0.030023594395509397,0.0
WEM388,0.8564297991872728,0.02777608391467883,0.0015980722202479955,0.00849595003173949,0.001339203211470981
WEM389,0.7917001188496017,0.05870343456135439,0.02530237342380176,0.010504671640234296,0.004794126688734814
WEM390,0.5076536456544924,0.3179013096716781,0.020963506954639784,0.030417930888543172,0.0036808661472249125
WEM391,0.6834323858074188,0.1067762956825985,0.019926312785426635,0.051970333508522065,0.005986327182836992
WEM392,0.7002255763237035,0.06304184658581574,0.08319481711300797,0.008817633646628156,0.015933163771247174
WEM393,0.6862771437206913,0.049543564640121295,0.14122898150179236,0.01104254894997717,0.0
WEM394,0.6762416266246836,0.06757454506909721,0.12717044456193127,0.01471977765075327,0.0
WEM395,0.7200939310171817,0.09181464480334964,0.058741842553136074,0.021012929680369052,0.00010875453439008013
WEM396,0.679096498085115,0.05540691252047713,0.13580332933855177,0.011925285640153792,0.0
WEM397,0.5981672829773824,0.12424354913386758,0.13700658599217186,0.023394651660367582,0.0
WEM398,0.5940432212702575,0.10037776428296734,0.10270319230304738,0.0598611423975634,0.0
WEM399,0.710114937565493,0.05929130847200408,0.06379090698294188,0.040481079681725755,0.0002948753846531249
WEM400,0.46456347724020275,0.056163058986305345,0.33792793477970373,0.013775848068798014,0.0
WEM401,0.6483245145181923,0.11261381098861019,0.01280529504367392,0.026712562051293055,0.01032753428074137
WEM402,0.6820757176279587,0.09138747455015228,0.01030335228528908,0.021887693988061258,0.009422960794860203
WEM403,0.4814660708558388,0.053726955547372314,0.3291353089514334,0.009416874642310911,0.0
WEM404,0.5849499413701523,0.13065355778340348,0.10856617018963455,0.042300124636960874,0.0017353561277897711
WEM405,0.3967788970199022,0.04197254755954528,0.4368453417595897,0.008424535685871159,0.0
WEM406,0.8044798319009839,0.09229832760737462,0.0122085005554008,0.010593883369271032,0.00981597834796634
WEM407,0.8118962558400805,0.0410208958092516,0.0237516293087392,0.016758076156594266,0.000442249552487485
WEM408,0.692723016461438,0.12858849696888988,0.05540448842207956,0.017620913350575584,0.0085285555785818
WEM409,0.6355747828860828,0.09354832750806243,0.11811358271944435,0.03938006287818654,0.008640581106271193
WEM410,0.5374118766489339,0.3380044115738939,0.02065222092470049,0.00988279053674149,0.0006055101422948834
WEM411,0.763538347414272,0.058617936387289155,0.05347068947876166,0.013958948460841348,0.010590394509895636
