SAM id,SAM id,Samples IDs,Collection Date,Location3,Location2,Location,Location_FC,Location_FC2,Sample received,MUX ID,"Previous sampled ID for reference
(To GIS: Please replace the IDs in column B with those in column C) ","New sample ID
(To GIS: Please replace the IDs in column B with those in column C)",Qubit ng/uL,Tapestation ng/uL,Sample Name,"Sector ID
(approximate geolocation)",Date of sample collected,Day,Month ,Year,Premise Type,Total Aerobic Plate Count (CFU/g),Coliforms (CFU/g),Collection Round,Tapestation ng/uL.1,Collection Set,Location_cluster,Location_cluster2,cohort
WEM441,WEM441,Tables 8 (MEWR/GIS088),2019-06-11 00:00:00,HC_I,MEWR,MEWR_I,FC_P,P,,MUX10899,MEWR/GIS088,P1/GIS088,25.1,,Table 8,6.0,2019-06-11 00:00:00,11.0,1.0,2019.0,Hawker Centre,5600,Less than 10,1,,1,1.0,1.0,Hawker Centre
WEM442,WEM442,Tables 9 (MEWR/GIS089),2019-06-11 00:00:00,HC_I,MEWR,MEWR_I,FC_P,P,,MUX10899,MEWR/GIS089,P1/GIS089,11.7,,Table 9,6.0,2019-06-11 00:00:00,11.0,1.0,2019.0,Hawker Centre,24000,Less than 10,1,,1,1.0,1.0,Hawker Centre
WEM443,WEM443,Tables 10 (MEWR/GIS090),2019-06-11 00:00:00,HC_I,MEWR,MEWR_I,FC_P,P,,MUX10899,MEWR/GIS090,P1/GIS090,5.0,,Table 10,6.0,2019-06-11 00:00:00,11.0,1.0,2019.0,Hawker Centre,3200,Less than 10,1,,1,1.0,1.0,Hawker Centre
WEM444,WEM444,Tables 2 (HDB/GIS002),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS002,P1/GIS092,15.0,,Table 2,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,290000,210,1,,1,3.0,3.0,Hawker Centre
WEM445,WEM445,Tables 3 (HDB/GIS003),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS003,P1/GIS093,24.9,,Table 3,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,900,20,1,,1,3.0,3.0,Hawker Centre
WEM446,WEM446,Tables 4 (HDB/GIS004),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS004,P1/GIS094,28.7,,Table 4,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,13000000,70,1,,1,3.0,3.0,Hawker Centre
WEM447,WEM447,Tables 5 (HDB/GIS005),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS005,P1/GIS095,23.4,,Table 5,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,1600,Less than 10,1,,1,3.0,3.0,Hawker Centre
WEM448,WEM448,Tables 7 ((HDB/GIS007),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS007,P1/GIS097,12.2,,Table 7,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,1600000,More than 1 500,1,,1,3.0,3.0,Hawker Centre
WEM449,WEM449,Tables 8 (HDB/GIS008),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS008,P1/GIS098,14.4,,Table 8,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,59000,120,1,,1,3.0,3.0,Hawker Centre
WEM450,WEM450,Tables 10 (HDB/GIS010),2019-03-01 00:00:00,CS_A,HDB,HDB_A,FC_A,A,29/01/2019,MUX10899,HDB/GIS010,P1/GIS100,15.7,,Table 10,60.0,2019-01-03 00:00:00,3.0,1.0,2019.0,Hawker Centre,100000,More than 1 500,1,,1,3.0,3.0,Hawker Centre
WEM451,WEM451,Tables 3 (HDB/GIS013),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS013,P1/GIS103,22.4,,Table 3,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,940000,More than 1 500,1,,1,5.0,5.0,Hawker Centre
WEM452,WEM452,Tables 4 (HDB/GIS014),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS014,P1/GIS104,22.4,,Table 4,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,6400,110,1,,1,5.0,5.0,Hawker Centre
WEM453,WEM453,Tables 5 (HDB/GIS015),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS015,P1/GIS105,24.5,,Table 5,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,4300,50,1,,1,5.0,5.0,Hawker Centre
WEM454,WEM454,Tables 6 (HDB/GIS016),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS016,P1/GIS106,20.7,,Table 6,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,3700,60,1,,1,5.0,5.0,Hawker Centre
WEM455,WEM455,Tables 7 (HDB/GIS017),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS017,P1/GIS107,22.6,,Table 7,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,140000,1400,1,,1,5.0,5.0,Hawker Centre
WEM456,WEM456,Tables 8 (HDB/GIS018),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS018,P1/GIS108,15.7,,Table 8,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,1300,480,1,,1,5.0,5.0,Hawker Centre
WEM457,WEM457,Tables 9 (HDB/GIS019),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS019,P1/GIS109,16.4,,Table 9,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,13000,10,1,,1,5.0,5.0,Hawker Centre
WEM458,WEM458,Tables 10 (HDB/GIS020),16/1/2019,CS_B,HDB,HDB_B,FC_B,B,29/01/2019,MUX10899,HDB/GIS020,P1/GIS110,15.4,,Table 10,56.0,2019-01-16 00:00:00,16.0,1.0,2019.0,Hawker Centre,57000,440,1,,1,5.0,5.0,Hawker Centre
WEM459,WEM459,Tables 1 (HDB/GIS021),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10899,HDB/GIS021,P1/GIS111,27.8,,Table 1,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,110000,More than 1 500,1,,1,4.0,4.0,Hawker Centre
WEM460,WEM460,Tables 2 (HDB/GIS022),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10899,HDB/GIS022,P1/GIS112,10.0,,Table 2,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,76000,More than 1 500,1,,1,4.0,4.0,Hawker Centre
WEM461,WEM461,Tables 3 (HDB/GIS023),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS023,P1/GIS113,26.9,,Table 3,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,1300,90,1,,1,4.0,4.0,Hawker Centre
WEM462,WEM462,Tables 4 (HDB/GIS024),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS024,P1/GIS114,13.5,,Table 4,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,33000,310,1,,1,4.0,4.0,Hawker Centre
WEM463,WEM463,Tables 5 (HDB/GIS025),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS025,P1/GIS115,21.0,,Table 5,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,300,Less than 10,1,,1,4.0,4.0,Hawker Centre
WEM464,WEM464,Tables 6 (HDB/GIS026),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS026,P1/GIS116,12.9,,Table 6,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,820000,More than 1 500,1,,1,4.0,4.0,Hawker Centre
WEM465,WEM465,Tables 7 (HDB/GIS027),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS027,P1/GIS117,30.6,,Table 7,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,4900,60,1,,1,4.0,4.0,Hawker Centre
WEM466,WEM466,Tables 8 (HDB/GIS028),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS028,P1/GIS118,13.2,,Table 8,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,2400,160,1,,1,4.0,4.0,Hawker Centre
WEM467,WEM467,Tables 9 (HDB/GIS029),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS029,P1/GIS119,21.1,,Table 9,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,9600,560,1,,1,4.0,4.0,Hawker Centre
WEM468,WEM468,Tables 10 (HDB/GIS030),31/1/2019,CS_C,HDB,HDB_C,FC_C,C,2019-12-02 00:00:00,MUX10900,HDB/GIS030,P1/GIS120,24.3,,Table 10,38.0,2019-01-31 00:00:00,31.0,1.0,2019.0,Hawker Centre,3500,Less than 10,1,,1,4.0,4.0,Hawker Centre
WEM469,WEM469,Tables 1 (HDB/GIS031),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS031,P1/GIS121,15.0,,Table 1,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,6400,10,1,,1,1.0,4.0,Hawker Centre
WEM470,WEM470,Tables 2 (HDB/GIS032),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS032,P1/GIS122,17.4,,Table 2,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,2300,Less than 10,1,,1,1.0,4.0,Hawker Centre
WEM471,WEM471,Tables 3 (HDB/GIS033),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS033,P1/GIS123,19.4,,Table 3,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,7200,60,1,,1,1.0,4.0,Hawker Centre
WEM472,WEM472,Tables 4 (HDB/GIS034),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS034,P1/GIS124,21.7,,Table 4,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,400,Less than 10,1,,1,1.0,4.0,Hawker Centre
WEM473,WEM473,Tables 5 (HDB/GIS035),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS035,P1/GIS125,5.6,,Table 5,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,200,Less than 10,1,,1,1.0,4.0,Hawker Centre
WEM474,WEM474,Tables 6 (HDB/GIS036),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS036,P1/GIS126,15.6,,Table 6,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,3700,120,1,,1,1.0,4.0,Hawker Centre
WEM475,WEM475,Tables 7 (HDB/GIS037),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS037,P1/GIS127,24.0,,Table 7,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,700,30,1,,1,1.0,4.0,Hawker Centre
WEM476,WEM476,Tables 8 (HDB/GIS038),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS038,P1/GIS128,4.7,,Table 8,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,11000,40,1,,1,1.0,4.0,Hawker Centre
WEM477,WEM477,Tables 9 (HDB/GIS039),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS039,P1/GIS129,21.6,,Table 9,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,1400,260,1,,1,1.0,4.0,Hawker Centre
WEM478,WEM478,Tables 10 (HDB/GIS040),2019-12-02 00:00:00,CS_D,HDB,HDB_D,FC_D,D,2019-12-02 00:00:00,MUX10900,HDB/GIS040,P1/GIS130,14.9,,Table 10,33.0,2019-02-12 00:00:00,12.0,2.0,2019.0,Hawker Centre,1900,10,1,,1,1.0,4.0,Hawker Centre
WEM479,WEM479,Tables 1 (HDB/GIS041),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS041,P1/GIS131,22.6,,Table 1,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,100,Less than 10,1,,1,1.0,1.0,Hawker Centre
WEM480,WEM480,Tables 2 (HDB/GIS042),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS042,P1/GIS132,20.6,,Table 2,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,800,150,1,,1,1.0,1.0,Hawker Centre
WEM481,WEM481,Tables 3 (HDB/GIS043),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS043,P1/GIS133,20.1,,Table 3,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,470000,More than 1 500,1,,1,1.0,1.0,Hawker Centre
WEM482,WEM482,Tables 4 (HDB/GIS044),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS044,P1/GIS134,20.6,,Table 4,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,430000,More than 1 500,1,,1,1.0,1.0,Hawker Centre
WEM483,WEM483,Tables 5 (HDB/GIS045),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS045,P1/GIS135,19.8,,Table 5,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,1500,80,1,,1,1.0,1.0,Hawker Centre
WEM484,WEM484,Tables 6 (HDB/GIS046),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS046,P1/GIS136,18.4,,Table 6,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,2200,20,1,,1,1.0,1.0,Hawker Centre
WEM485,WEM485,Tables 7 (HDB/GIS047),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS047,P1/GIS137,15.8,,Table 7,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,24000,340,1,,1,1.0,1.0,Hawker Centre
WEM486,WEM486,Tables 8 (HDB/GIS048),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS048,P1/GIS138,13.6,,Table 8,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,24000,560,1,,1,1.0,1.0,Hawker Centre
WEM487,WEM487,Tables 9 (HDB/GIS049),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS049,P1/GIS139,21.4,,Table 9,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,21000,270,1,,1,1.0,1.0,Hawker Centre
WEM488,WEM488,Tables 10 (HDB/GIS050),2019-02-26 00:00:00,CS_E,HDB,HDB_E,FC_E,E,28/2/2019,MUX10900,HDB/GIS050,P1/GIS140,15.0,,Table 10,5.0,2019-02-26 00:00:00,26.0,2.0,2019.0,Hawker Centre,2400,20,1,,1,1.0,1.0,Hawker Centre
WEM489,WEM489,Tables 1 (HDB/GIS051),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS051,P1/GIS141,12.0,,Table 1,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,580000,140,1,,1,5.0,5.0,Hawker Centre
WEM490,WEM490,Tables 2 (HDB/GIS052),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS052,P1/GIS142,20.1,,Table 2,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,540000,150,1,,1,5.0,5.0,Hawker Centre
WEM491,WEM491,Tables 3 (HDB/GIS053),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS053,P1/GIS143,18.8,,Table 3,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,74000,260,1,,1,5.0,5.0,Hawker Centre
WEM492,WEM492,Tables 4 (HDB/GIS054),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS054,P1/GIS144,39.0,,Table 4,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,410000,360,1,,1,5.0,5.0,Hawker Centre
WEM493,WEM493,Tables 5 (HDB/GIS055),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS055,P1/GIS145,11.7,,Table 5,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,15000,270,1,,1,5.0,5.0,Hawker Centre
WEM494,WEM494,Tables 6 (HDB/GIS056),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS056,P1/GIS146,16.3,,Table 6,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,50000,400,1,,1,5.0,5.0,Hawker Centre
WEM495,WEM495,Tables 7 (HDB/GIS057),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS057,P1/GIS147,22.7,,Table 7,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,22000,250,1,,1,5.0,5.0,Hawker Centre
WEM496,WEM496,Tables 8 (HDB/GIS058),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS058,P1/GIS148,7.6,,Table 8,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,11000,60,1,,1,5.0,5.0,Hawker Centre
WEM497,WEM497,Tables 9 (HDB/GIS059),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS059,P1/GIS149,21.6,,Table 9,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,32000,680,1,,1,5.0,5.0,Hawker Centre
WEM498,WEM498,Tables 10 (HDB/GIS060),2019-02-28 00:00:00,CS_F,HDB,HDB_F,FC_F,F,28/2/2019,MUX10900,HDB/GIS060,P1/GIS150,14.9,,Table 10,53.0,2019-02-28 00:00:00,28.0,2.0,2019.0,Hawker Centre,1700,100,1,,1,5.0,5.0,Hawker Centre
WEM499,WEM499,Tables 1 (HDB/GIS061),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS061,P1/GIS151,22.6,,Table 1,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,300,Less than 10,1,,1,3.0,3.0,Hawker Centre
WEM500,WEM500,Tables 2 (HDB/GIS062),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS062,P1/GIS152,20.6,,Table 2,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,700,40,1,,1,3.0,3.0,Hawker Centre
WEM501,WEM501,Tables 3 (HDB/GIS063),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS063,P1/GIS153,20.1,,Table 3,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,3700,60,1,,1,3.0,3.0,Hawker Centre
WEM502,WEM502,Tables 4 (HDB/GIS064),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS064,P1/GIS154,20.6,,Table 4,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,2700,20,1,,1,3.0,3.0,Hawker Centre
WEM503,WEM503,Tables 5 (HDB/GIS065),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS065,P1/GIS155,10.3,,Table 5,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,43000,280,1,,1,3.0,3.0,Hawker Centre
WEM504,WEM504,Tables 6 (HDB/GIS066),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS066,P1/GIS156,14.6,,Table 6,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,700,20,1,,1,3.0,3.0,Hawker Centre
WEM505,WEM505,Tables 7 (HDB/GIS067),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS067,P1/GIS157,19.4,,Table 7,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,92000,More than 1 500,1,,1,3.0,3.0,Hawker Centre
WEM506,WEM506,Tables 8 (HDB/GIS068),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS068,P1/GIS158,8.1,,Table 8,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,5400,20,1,,1,3.0,3.0,Hawker Centre
WEM507,WEM507,Tables 9 (HDB/GIS069),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS069,P1/GIS159,10.8,,Table 9,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,3200,10,1,,1,3.0,3.0,Hawker Centre
WEM508,WEM508,Tables 10 (HDB/GIS070),2019-03-05 00:00:00,CS_G,HDB,HDB_G,FC_G,G,,MUX10900,HDB/GIS070,P1/GIS160,17.7,,Table 10,12.0,2019-03-05 00:00:00,5.0,3.0,2019.0,Hawker Centre,140000,More than 1 500,1,,1,3.0,3.0,Hawker Centre
