SAM id,Homo sapiens,Sus scrofa,Crassostrea gigas,Capsicum annuum,Triticum aestivum,Gallus gallus,Aquila chrysaetos,Bos mutus,Epinephelus fuscoguttatus,Plectropomus leopardus,Cyprinus carpio,Mus musculus,Oryza sativa,Ovis canadensis,Salmo trutta,Myripristis murdjan,Apteryx mantelli,Coregonus sp. 'balchen',Gossypium turneri,Glycine max,Lateolabrax maculatus,Sphaeramia orbicularis,Oryzias latipes,Sparus aurata,Solanum lycopersicum,Neostethus bicornis,Danio rerio,Streptopelia turtur,Cottoperca gobio,Solanum pennellii,Lutra lutra,Spirometra erinaceieuropaei,Solanum pinnatisectum,Pecten maximus,Salarias fasciatus,Echeneis naucrates,Scleropages formosus,Gouania willdenowi,Solanum tuberosum,Brassica rapa,Anas platyrhynchos,Mastacembelus armatus,Anabas testudineus,Thalassophryne amazonica,Parambassis ranga,Chanos chanos,Brassica oleracea,Larimichthys crocea,Vigna unguiculata,Gadus morhua,Scophthalmus maximus,Rhinatrema bivittatum,Haemonchus contortus,Lupinus angustifolius,Allium cepa,Cucumis melo,Sciurus carolinensis,Penaeus vannamei,Aegilops tauschii,Triticum turgidum,Aphantopus hyperantus,Denticeps clupeoides,Betta splendens,Caligus rogercresseyi,Dioscorea rotundata,Gossypioides kirkii,Asterias rubens,Saccharum hybrid cultivar,Gossypium raimondii,Pan troglodytes,Ipomoea triloba,Vigna angularis,Sciurus vulgaris,Allium sativum,Takifugu rubripes,Geotrypetes seraphini,Cicer arietinum,Vitis vinifera,Raphanus sativus,Syngnathus acus,Schistosoma mansoni,Dicrocoelium dendriticum,Gossypium hirsutum,Triticum monococcum,Theobroma cacao,Phasianus colchicus,Numida meleagris,Linum usitatissimum,Arachis hypogaea,Zea mays,Ipomoea trifida,Coturnix japonica,Meleagris gallopavo,Cucumis sativus,Canis lupus,Arabis alpina,Anarrhichthys ocellatus,Prunus dulcis,Cocos nucifera,Aedes albopictus
WEM361,0.3868928490271074,0.015006119079756113,0.007731669454703751,0.01620803228464809,0.03957004908953021,0.03588901878434282,0.02209576428264399,0.01904170009117018,0.00966458681837969,0.007305934822902606,0.010798053940988525,0.014453074734908323,0.010721394328831407,0.009137551984799494,0.01035726117108509,0.01043939646982486,0.010959586695176741,0.010065680860558904,0.008461304691842048,0.0015797355790949238,0.00535932824277004,0.008329888213858416,0.008737826864265942,0.006695395768936977,0.006809016265526994,0.007078693829722574,0.007149877755297043,0.0064736304623395965,0.004342219460042546,0.0046926634013322345,0.005386706675683297,0.006996558530982804,0.00404105669799672,0.006113604069530269,0.005589307079241398,0.005719354635579369,0.0056481707100049005,0.005561928646328142,0.0037686412905098138,0.0020342175654549884,0.0009404491705703749,0.004275142299405067,0.00434906406827086,0.005192319801999174,0.004484587311191482,0.004914428707929615,0.0030787047810957396,0.0035236043159361644,0.003889106395328144,0.004291569359153021,0.0039630281641939375,0.0043011518106726605,0.003765903447218488,0.0038069710965883733,0.0031334616469222533,0.017334654799028612,0.0035304489241644787,0.004670760655001629,0.0036290112826522034,0.0035769922601170154,0.0039096402200130866,0.003486643431503268,0.0032771984197168522,0.0034318865656767536,0.0036769235402504034,0.0032744605764255265,0.003111558900591648,0.0014880178288355131,0.0033018390093387836,0.004866516450331416,0.0028500948662700445,0.0027433189779083426,0.0027693284891759365,0.0015263476349140729,0.00251607798472831,0.0024873306301693905,0.00394933894773731,0.002710464858412434,0.0026338052462553147,0.0026899310337274913,0.0025571456340981956,0.0023353803275008144,0.0018836361844320755,0.002098556882801142,0.0022724099318003235,0.0014592704742765934,0.0017344237250548253,0.00185215098658183,0.0017152588220155456,0.0010855548650106365,0.0020082080541873946,0.0016016383254255293,0.0016522884263150547,0.003477060979983628,0.0013867176270564625,0.0016071140120081807,0.0011060886896955792,0.0013442810560409144,1.3689216456628456e-06,0.001995887759376429
WEM362,0.19216436569757095,0.06117733243450713,0.007330888837799539,0.05299048049534156,0.06051360383845547,0.01518003151087229,0.016613997009974114,0.08269980373896113,0.009209071909992688,0.00681393388431899,0.011599014408495726,0.015042350040849832,0.005934590910684991,0.022901883768263902,0.010146864564296598,0.012132854825280915,0.009092172548652865,0.009705244754790602,0.010531333574925347,0.0010546920156437323,0.004852622377395301,0.00883109730832726,0.008996055295995677,0.005874842348222415,0.008780440918413337,0.007232173821557022,0.007791991874195505,0.005486476692215672,0.004294103206549481,0.0070191572075600115,0.006589227334187997,0.005554018545434236,0.007273738038922292,0.005609870462518818,0.005328013113510579,0.005507258800898307,0.00547218899249636,0.005691700015456693,0.006568445225505363,0.0022080990475299815,1.298881792664695e-06,0.0043668405869387045,0.004183698254172983,0.00517604394376881,0.004208377008233612,0.005266965669255338,0.005561811836190224,0.0036667433006924337,0.003631673492290487,0.004360346177975381,0.003826505761190191,0.0038979442597867494,0.003562832757279258,0.0040512123113211835,0.009035021749775617,0.008256991555969467,0.0033615060794162308,0.004842231323053983,0.004504522056961162,0.005296839950486626,0.004396714868169993,0.003564131639071923,0.002887414225093617,0.0036732377096557575,0.0014131833904191882,0.0036134891471931814,0.002848447771313676,0.0007143849859655823,0.0034848998497193765,0.002932875087836881,0.003014704640774757,0.0029393694968002045,0.0025406127864521432,0.003747273971837645,0.002197707993188664,0.002371758153405733,0.003431645696220124,0.0028393555987650232,0.002741939464315171,0.0023548726901010918,0.0027562271640344826,0.0022678476099925573,0.003190053682784491,0.0030289923404940686,0.002124970612799441,0.0008442731652320518,0.0008663541557073516,0.001711926202732068,0.0016287977680015276,0.0007026950498315999,0.0019327361074850662,0.0008845385008046572,0.0008845385008046572,0.0052747589600113266,0.0013690214094685886,0.001689845212256768,0.0007559492033308525,0.0013378482464446357,1.298881792664695e-06,0.002121073967421447
WEM363,0.22676617340699368,0.031611267442517764,0.009784768189094057,0.02720488176795885,0.03050139871034632,0.01075814374799224,0.021374279447023414,0.01619167501940547,0.014455867896667774,0.009954350616494165,0.017665525546972264,0.019951441519568847,0.005774074845135397,0.010296272909138288,0.014298693939565234,0.013394254326764657,0.0129296260500668,0.014147034858150503,0.011102823478480265,0.0014628207761911787,0.008031037720370986,0.0102383667144163,0.012128590356412628,0.009525569031767062,0.007956586898585572,0.010282485719918766,0.008967187868376462,0.008024144125761225,0.006206992586628357,0.00674745040403358,0.008109624698922256,0.009201570085108319,0.005294280660296066,0.009029230219864307,0.00530393169274973,0.007374767513521786,0.008255768904649179,0.007454733210995008,0.00701630059381424,0.00238242629713323,0.0019439936799524617,0.005583811633906007,0.005717547369335361,0.007100402448053318,0.005550722379779157,0.006921168988199545,0.004435338771919908,0.00488342242155434,0.004813107756534783,0.006657833674106693,0.005538313909481588,0.006475842776409016,0.005712032493647552,0.005241889341261886,0.0026374892976943685,0.006462055587189495,0.005608628574501145,0.006519961781911484,0.0030786793527190406,0.003001471093089723,0.005801649223574439,0.004507032155861417,0.003937621241095199,0.005193634178993563,0.002004657312518354,0.005210178806056988,0.004541500128910219,0.004042403879163559,0.003945893554626912,0.003912804300500061,0.003153130174504454,0.004662827394042004,0.0032675638450264783,0.002915990519928693,0.004356751793368638,0.003929348927563486,0.004047918754851367,0.003965195619534241,0.003430252677816826,0.002727106027621255,0.004068599538680649,0.002849812011674992,0.002856705606284752,0.0015152120952253586,0.0026760934275090274,0.0009140906452542426,0.0008713503586737276,0.0022156013075770257,0.0020735932586159593,0.0010643710077470217,0.0027670888763578656,0.0009168480830981469,0.0009471798993810931,0.0041375354847782535,0.002196299242669696,0.001632403203591287,0.0008548057316103023,0.002183890772372127,0.0010616135699031174,0.0026816083031968355
WEM364,0.10650734913197149,0.1179635003290144,0.006491773267562473,0.16858025652831135,0.03126220080788646,0.0038823013579820814,0.013838503674051365,0.01997415916063245,0.00943677811529296,0.007115494005350687,0.01219446089325867,0.01438537433193608,0.003334058377241947,0.012773581138245746,0.010223805272876108,0.010904477409164235,0.00855437451925815,0.009515000518051878,0.01127706306441066,0.0008528986546432887,0.0051839495863475835,0.0070928506782362635,0.00837665870948131,0.00593872715682837,0.015328846295037063,0.007273311133723942,0.006826620044284858,0.005634757644352926,0.004244594591812859,0.015063987983941077,0.006635867167381532,0.0057225863070997805,0.018530475516731017,0.006011460268165609,0.00402845374208427,0.005303341674769089,0.005627209868648118,0.005376760947534039,0.01665176552766157,0.001523964530943479,0.000770559283318112,0.004090894432005863,0.003996204154981909,0.0052834429933655055,0.0038116267309279716,0.004990452063733418,0.0027247470294356393,0.0035481407426874063,0.0034479611742417745,0.004731083044059111,0.0035687255855187004,0.00413686724766242,0.003629793952584873,0.003696351611072724,0.00043845715230656597,0.003738207458163022,0.004195877130445463,0.004148531991933486,0.002893542740652251,0.002880505673525765,0.0042720410489212515,0.0033560155429286603,0.002653386240953819,0.0034932478284706216,0.0015061243338230239,0.00402913990351198,0.0030595938061580242,0.02156330902720836,0.0033944405828804096,0.0024365592297975205,0.003032833510477342,0.0029861745333930752,0.002343241275628987,6.861614277098058e-07,0.0027254331908633488,0.0025264463768275053,0.002671912599501984,0.002753565809399451,0.0022560987743098417,0.0019068426076055505,0.0029669620134172006,0.001812838492009307,0.001077959602932105,0.0015562141180458398,0.0020674043816896453,0.0006189176077942449,0.00042679240803549927,0.0016124793551180437,0.0015486663423410318,0.0011568681671187326,0.00215591920586421,0.0004329678608848875,0.0005345197521859388,0.0006017635721014997,0.0014869118138471492,0.0012680263184077212,0.0006930230419869039,0.0014821086838531807,0.0009942479087515087,6.861614277098058e-07
WEM365,0.3492821119038143,0.036596848064345586,0.006697714757545696,0.044974189294348974,0.06581878449100338,0.01968623211220083,0.016849727636167065,0.02388010051027379,0.00850802834722379,0.006495743758205072,0.010671791185747976,0.014005797755745777,0.0052259996079386485,0.010717828692950617,0.00937531557968647,0.011801937733528969,0.008880783647477441,0.009235717977201038,0.00872485015533946,0.0020004039419986813,0.0048161172857473815,0.0075219346445607425,0.007829346386204193,0.005932898105630833,0.007787764121634064,0.006327929619047054,0.00675414783089087,0.005460642386584374,0.0038567550388794174,0.006234369523764265,0.005915077135100777,0.006079921112503787,0.0062952578397419525,0.005178477019858502,0.004863639873827529,0.00494828948384529,0.005087887086330721,0.005159170968450942,0.005929927943875824,0.001672201068070167,1.485080877504589e-06,0.003853784877124408,0.004033479663302464,0.004793841072584813,0.004018628854527417,0.0044819740883088495,0.002882541983236407,0.0033844993198329583,0.0035790449147860594,0.003815172774309289,0.003503305790033325,0.0036503287969062797,0.003492910223890793,0.003475089253360738,0.003247871879102536,0.006838797440908632,0.0032315359894499853,0.006252190494294319,0.0053314403502414745,0.006348720751332118,0.003898337303449546,0.003381529158077949,0.0029775871593967006,0.003286483981917655,0.002052381772711342,0.0030325351518643707,0.0028157133437487006,0.0010351013716206985,0.0029181839242965173,0.004499795058838904,0.0028795718214813977,0.0024652342566576176,0.002575130241592957,0.0013172667383465704,0.0021652479194016905,0.002343457624702241,0.002900362953766462,0.0023924652936598927,0.0024919657124527,0.002279599146969544,0.0025439435431653607,0.0020716878241189016,0.0016454696122750845,0.003489940062135784,0.0018934781188183509,0.0008628319898301662,0.0011331167095360013,0.0016811115533351946,0.0020642624197313784,0.0010232207246006618,0.0017850672147605158,0.0010722283935583133,0.000986093702663047,0.0028201685863812145,0.00252760765351281,0.0014732002304845523,0.0009623324086229736,0.001404886510119341,1.485080877504589e-06,0.0015029018480346439
WEM366,0.15244256237002923,0.1342286647544321,0.005904305078230676,0.07845475172679518,0.0776140122039308,0.010634489631031032,0.01599226847554705,0.023432312270515912,0.00923538247272151,0.007171335063392488,0.011406913374681079,0.014235186634154429,0.004244687081850502,0.01400473473893808,0.010233703726306949,0.01491925530335394,0.008125934218280756,0.008942080060627976,0.009339222457127294,0.0011413289514074416,0.005173781679165418,0.008075835980190247,0.007940115298817772,0.006031827866097429,0.008987623913437532,0.007466459229598404,0.006902626331816116,0.005488034263551346,0.004429595124257293,0.008490285040757195,0.006428059385540555,0.005140079228086347,0.00931918316189109,0.004844955061880433,0.004823094012531846,0.006389802549180529,0.005165583785659698,0.005277621663571203,0.008821844289210753,0.0013335240102637627,0.000942757753157783,0.004477871608235422,0.004067976932949429,0.00552538022285518,0.0044050014437401344,0.005054456784804384,0.002584158208414136,0.003809287848991158,0.0030814970810944735,0.004635453338956481,0.003962315194431262,0.003617092790134837,0.003156188999702143,0.0032445440741526795,0.001326236993814234,0.006158439776907991,0.0035533313962014604,0.008268031039046567,0.005646526871328596,0.007432756778519333,0.00415177762211901,0.0034640654446947334,0.002867440972889566,0.0030277553347791988,0.0011021612379912245,0.0032354353035907685,0.002888391145181961,0.012203019921792096,0.0026424543400103656,0.0028218971200800113,0.00266249363524657,0.00227992527164631,0.0025632080361217406,0.0005437936025460835,0.002356438944366362,0.0020813540733966513,0.002391963149557815,0.0023527954361415976,0.0019283267279565474,0.0020531168846547273,0.0028310058906419223,0.0017370425461564177,0.0011404180743512507,0.004052492022994181,0.001635935192919206,0.000827076367021514,0.0006403465705023396,0.0015612432743115363,0.0019793358431032487,0.000932738105539681,0.0018235758664945716,0.0006713163904128369,0.000750562694301462,0.002740829062079004,0.0016505092258182637,0.0011850510501046142,0.001000143007697822,0.0012515450752065642,0.0010420433522826125,0.0007195928743909648
WEM367,0.18098446382318234,0.07203537136505854,0.008663307757969247,0.06273227147424755,0.04570596655127559,0.009373281170689033,0.020078374536273112,0.01771342861666169,0.01236333011805144,0.009627892325595439,0.012866023936712807,0.017584490916420625,0.005103647957643149,0.01141996314666745,0.012818692375864821,0.012737086236471741,0.01206301952508491,0.012218071189931762,0.010917269328006084,0.0016500761385280537,0.006792895043079881,0.009099084542328289,0.010910740836854638,0.007608956437010669,0.00961809958886827,0.009316156873113879,0.008839577019058298,0.007480018736769604,0.005838103212180859,0.008487038496880197,0.007310277966832,0.007594267331919915,0.008276494657246053,0.007698723190343056,0.005167300746369751,0.00645014925762895,0.007607324314222808,0.006970796426956792,0.00880040607214962,0.0020156716430090467,0.0018524593642228891,0.005219528675581321,0.004863725907827497,0.006941418216775285,0.004777223400070834,0.0064795274678104585,0.0034698930469937114,0.004729891839222848,0.004308804159954562,0.006224916312904052,0.004649917822617631,0.005712429757515517,0.00473152396201071,0.0048490368027367435,0.0014068898431366789,0.005885434773028844,0.004795176750737312,0.01131713941103217,0.0035776131509925755,0.004117845793774757,0.005547585355941498,0.00436919270310544,0.003221810383238752,0.004094996074744695,0.001930801258040245,0.004566679560436691,0.0040721463557146335,0.0064044498195688256,0.0038240636919596735,0.0033768620480856015,0.0034209293633578643,0.004005229321412308,0.0029688313511202075,1.6321227878615765e-06,0.0034976391343873583,0.002962302859968761,0.0033605408202069856,0.0033425874695405086,0.0029720955966959306,0.002345360446157085,0.003853441902141182,0.0024710339008224267,0.0013922007380459246,0.002231111851006775,0.002384531393065763,0.001059247689322163,0.000674066711386831,0.001965075836585338,0.0023567853056721162,0.0009433669713839912,0.0025901788643363215,0.0007181340266590936,0.0008536002180516045,0.0019356976264038295,0.0015113457015598197,0.001467278386287557,0.0009564239536868838,0.0017251537867696862,0.0043545035980146855,0.0007328231317498478
WEM368,0.11525188096904784,0.030160365767097606,0.009299599085582255,0.1298370397928364,0.012332156860825423,0.009993489423985353,0.015928882971172346,0.012212225197397727,0.009817263306295678,0.00723138978769648,0.01149997797173529,0.015725733418835635,0.00494901680511839,0.007704997478987483,0.011011684770636812,0.01034104648942888,0.009801354004004248,0.01011342108741305,0.02249330585511276,0.0013327100150281716,0.005395701061762359,0.008526162235722013,0.011622357220130896,0.006318440594665244,0.0156682151720897,0.007380692470739122,0.008280179946446841,0.005836266355986548,0.004568417342608049,0.015024500325528801,0.005898679772668308,0.005877875300441055,0.016321720358522245,0.007186109465790105,0.004622264211902117,0.005420176911441481,0.006077353475325896,0.006035744530871389,0.013544935212425899,0.0048706940861452,0.0009827053646167326,0.004628383174321897,0.004482751868731123,0.005620878878810278,0.0038378132296862685,0.005207237019233123,0.006278055442694693,0.0039381642133706676,0.005977002491641497,0.0048266375567227815,0.0039614162705658325,0.0042918402412339745,0.0039075694012717654,0.00638207780383096,0.04484832315953848,0.01591419746136487,0.0038084422100713227,0.002869793374877009,0.0013755427519666346,0.0010414474038466246,0.004840099274046298,0.0039185835336273695,0.0027926944483877758,0.005656368860845004,0.001731666364797854,0.006022282813547873,0.003345848651135924,0.0024500325528800733,0.005603745784034893,0.002403528438489742,0.005212132189168947,0.004778909649848495,0.0026372728029253533,0.017268935741104254,0.002775561353612391,0.002642167972861178,0.005341854192468291,0.0048046092920115725,0.003796204285231762,0.0024267804956849075,0.003298120744261637,0.0021526509792787456,0.01211187421371333,0.0006253579593015571,0.0036983008865152755,0.0007465134152132092,0.0006473862240127666,0.0022725826427064414,0.0025797545561794177,0.000805255454443101,0.002737623786609752,0.0006767572436277126,0.0006265817517855133,0.0010059574218118982,0.0011748407845978373,0.0022835967750620464,0.0006131200344619964,0.0022444354155754516,0.0018870880102602762,0.0006449386390448544
WEM369,0.0555170370039028,0.036640461626203547,0.011900368659815334,0.005421796778606548,0.04028232855827546,0.00168673980221345,0.02384174093913199,0.016004458211720324,0.016927039650500058,0.01210911435909479,0.017419083084515914,0.023286328274977727,0.005177638862485043,0.011013199437877652,0.01904245365659096,0.012226533814939482,0.016075282645404428,0.01847399438623173,0.009645169587242656,1.8638008864237016e-06,0.0076397198334507525,0.010839865955440248,0.014737073608952208,0.01177735780131137,0.007380651510237858,0.013229258691835433,0.009497929317215183,0.010401872747130678,0.0053957035661966165,0.0057703275443677805,0.009156853754999646,0.011494060066574968,0.003328748383152731,0.01160029671710112,0.004775057871017524,0.009160581356772493,0.010752267313778334,0.008672265524529484,0.007581942005971618,0.0016643741915763656,0.00153577193041313,0.006387245637774025,0.006789826629241545,0.009350689047187711,0.006059216681763454,0.008931333847742378,0.005125452437665179,0.005004305380047639,0.005285739313897617,0.009264954206412221,0.006994844726748152,0.008784093577714905,0.00791556236464146,0.005561581845088325,1.8638008864237016e-06,0.0025571348161733186,0.008463519825250029,0.003770469193235148,0.0038767058437612994,0.003142368294510361,0.007419791328852756,0.0052577823006012625,0.004186096790907634,0.005951116230350879,1.8638008864237016e-06,0.007071260563091524,0.006241869168632976,1.8638008864237016e-06,0.004031401317334466,0.0030771352634855315,0.002490037984262065,0.0050210795880254525,0.0032709705556735963,1.8638008864237016e-06,0.006474844279435939,0.005082585017277434,0.0039773510916281795,0.004888749725089369,0.0036381393302990653,0.00290007417927528,0.005341653340490329,0.0027826547234305866,0.0016625103906899418,0.0019066683068114467,0.0027640167145663494,0.0010344094919651544,0.0005144090446529417,0.002229105860162747,0.002080001789248851,0.0008554846068684791,0.0034554868434295426,0.0007958429785029206,0.0008964882263698005,0.0006355561022704822,0.0007082443368410066,0.0012878864125187778,1.8638008864237016e-06,0.002693192280882249,1.8638008864237016e-06,1.8638008864237016e-06
WEM370,0.14776444676108882,0.06034222749482235,0.009982537519585355,0.036431467111297404,0.02324721706218901,0.0273599482776488,0.026022034587775644,0.018121383572894643,0.013652906520821186,0.00973506215498454,0.01710209441494504,0.019861444730244118,0.005812577626061631,0.011747346213394913,0.015750260235813086,0.014404612940796159,0.013524528675434513,0.014254581001006916,0.011317357767400999,0.0010378498102946658,0.006969524955570438,0.011428721681471365,0.012792929628833355,0.008672464808229793,0.008423442722600224,0.011519978222167914,0.009963976867240295,0.009005009829412138,0.006029118570087344,0.007728964980689188,0.00785734282607586,0.008356933718363754,0.005911567771901957,0.008584301709590753,0.006101814458438833,0.007883637083564697,0.00827031734075347,0.007956332971916186,0.007540265015181067,0.0024469126674905536,0.0018375045821610477,0.0061915242781066275,0.006357023428183423,0.008658544318970998,0.005841965325607977,0.0077119510493728815,0.004496318030591049,0.005950235797620834,0.004968067944361351,0.00785424938401835,0.0057244145274225906,0.006186884115020362,0.005589849797920898,0.005433630974016633,0.0072896962085227425,0.01850342366699715,0.005467658836649246,0.0059239415401319976,0.0023927774314841254,0.002043218478985475,0.005698120269933754,0.005039217111684085,0.0037817329153061966,0.005003642528022718,0.0032311002290693843,0.005348561317435103,0.0043540196959455804,0.001641071011509151,0.0042875106917091114,0.003067147800021345,0.0034198001945775053,0.004219454966443888,0.0031491240145453646,0.0028722609503982035,0.004344739369773049,0.003616233765229402,0.004205534477185091,0.0037461583316448295,0.003348651027254771,0.003017652727101182,0.004029208279907011,0.002542809371273369,0.003339370701082241,0.0012543907543203785,0.002760897036327837,0.0016302439643078655,0.0013580210632469696,0.002241198770666126,0.0023401889165064523,0.0008228555872977082,0.002866074066283183,0.0012667645225504193,0.0013812218786782959,0.0023974175945703905,0.0016333374063653757,0.0016596316638542122,0.0007563465830612393,0.002202530744947249,0.00204476520001423,0.000801201492895137
